,County,County Code,Deaths,Population
830,"Oconee County, SC",45073.0,12.0,1606.0
831,"Orangeburg County, SC",45075.0,222.0,14893.0
832,"Pickens County, SC",45077.0,18.0,1892.0
833,"Richland County, SC",45079.0,508.0,45425.0
834,"Saluda County, SC",45081.0,21.0,1390.0
835,"Spartanburg County, SC",45083.0,176.0,16044.0
836,"Sumter County, SC",45085.0,164.0,14222.0
837,"Union County, SC",45087.0,18.0,2378.0
838,"Williamsburg County, SC",45089.0,90.0,5361.0
839,"York County, SC",45091.0,136.0,11378.0
840,"Minnehaha County, SD",46099.0,41.0,4022.0
841,"Bedford County, TN",47003.0,17.0,1218.0
842,"Blount County, TN",47009.0,14.0,1033.0
843,"Bradley County, TN",47011.0,11.0,1579.0
844,"Davidson County, TN",47037.0,692.0,53414.0
845,"Dyer County, TN",47045.0,36.0,1795.0
846,"Fayette County, TN",47047.0,26.0,2529.0
847,"Gibson County, TN",47053.0,38.0,2808.0
848,"Giles County, TN",47055.0,16.0,807.0
849,"Hamilton County, TN",47065.0,302.0,18315.0
850,"Hardeman County, TN",47069.0,36.0,2638.0
851,"Haywood County, TN",47075.0,46.0,2463.0
852,"Knox County, TN",47093.0,116.0,11402.0
853,"Lauderdale County, TN",47097.0,51.0,2622.0
854,"Lincoln County, TN",47103.0,11.0,691.0
855,"Madison County, TN",47113.0,158.0,10098.0
856,"Marshall County, TN",47117.0,13.0,552.0
857,"Maury County, TN",47119.0,38.0,2969.0
858,"Montgomery County, TN",47125.0,140.0,12005.0
859,"Obion County, TN",47131.0,14.0,955.0
860,"Robertson County, TN",47147.0,12.0,1515.0
861,"Rutherford County, TN",47149.0,79.0,9041.0
862,"Shelby County, TN",47157.0,2424.0,146804.0
863,"Sullivan County, TN",47163.0,12.0,1201.0
864,"Sumner County, TN",47165.0,27.0,3149.0
865,"Tipton County, TN",47167.0,43.0,2945.0
866,"Washington County, TN",47179.0,23.0,1592.0
867,"Wilson County, TN",47189.0,19.0,1897.0
868,"Anderson County, TX",48001.0,16.0,2221.0
869,"Angelina County, TX",48005.0,32.0,3720.0
870,"Bastrop County, TX",48021.0,16.0,1473.0
871,"Bell County, TX",48027.0,344.0,27873.0
872,"Bexar County, TX",48029.0,373.0,40454.0
873,"Bowie County, TX",48037.0,78.0,6623.0
874,"Brazoria County, TX",48039.0,74.0,8897.0
875,"Brazos County, TX",48041.0,55.0,6979.0
876,"Caldwell County, TX",48055.0,11.0,584.0
877,"Cass County, TX",48067.0,19.0,1474.0
878,"Cherokee County, TX",48073.0,27.0,2109.0
879,"Collin County, TX",48085.0,120.0,15872.0
880,"Colorado County, TX",48089.0,12.0,898.0
881,"Coryell County, TX",48099.0,36.0,3370.0
882,"Dallas County, TX",48113.0,1896.0,153246.0
883,"Denton County, TX",48121.0,123.0,14190.0
884,"Ector County, TX",48135.0,25.0,2636.0
885,"Ellis County, TX",48139.0,54.0,3292.0
886,"El Paso County, TX",48141.0,72.0,9864.0
887,"Falls County, TX",48145.0,18.0,1201.0
888,"Fort Bend County, TX",48157.0,210.0,27571.0
889,"Freestone County, TX",48161.0,15.0,661.0
890,"Galveston County, TX",48167.0,122.0,11514.0
891,"Grayson County, TX",48181.0,30.0,2453.0
892,"Gregg County, TX",48183.0,99.0,7618.0
893,"Grimes County, TX",48185.0,10.0,1000.0
894,"Guadalupe County, TX",48187.0,16.0,1820.0
895,"Harris County, TX",48201.0,2548.0,232092.0
896,"Harrison County, TX",48203.0,51.0,3555.0
897,"Hays County, TX",48209.0,13.0,1343.0
898,"Henderson County, TX",48213.0,23.0,1375.0
899,"Hidalgo County, TX",48215.0,10.0,2450.0
900,"Hill County, TX",48217.0,12.0,762.0
901,"Hunt County, TX",48231.0,26.0,2293.0
902,"Jasper County, TX",48241.0,20.0,1873.0
903,"Jefferson County, TX",48245.0,310.0,23851.0
904,"Johnson County, TX",48251.0,15.0,1161.0
905,"Kaufman County, TX",48257.0,30.0,2718.0
906,"Lamar County, TX",48277.0,11.0,2188.0
907,"Liberty County, TX",48291.0,24.0,1828.0
908,"Limestone County, TX",48293.0,11.0,1209.0
909,"Lubbock County, TX",48303.0,70.0,8078.0
910,"McLennan County, TX",48309.0,160.0,11680.0
911,"Matagorda County, TX",48321.0,15.0,1266.0
912,"Midland County, TX",48329.0,32.0,3244.0
913,"Milam County, TX",48331.0,10.0,811.0
914,"Montgomery County, TX",48339.0,54.0,5419.0
915,"Morris County, TX",48343.0,10.0,783.0
916,"Nacogdoches County, TX",48347.0,22.0,3540.0
917,"Navarro County, TX",48349.0,17.0,1980.0
918,"Nueces County, TX",48355.0,46.0,4796.0
919,"Orange County, TX",48361.0,25.0,2174.0
920,"Panola County, TX",48365.0,26.0,1049.0
921,"Polk County, TX",48373.0,10.0,1348.0
922,"Potter County, TX",48375.0,77.0,4873.0
923,"Randall County, TX",48381.0,18.0,1154.0
924,"Robertson County, TX",48395.0,11.0,1124.0
925,"Rusk County, TX",48401.0,34.0,1899.0
926,"Shelby County, TX",48419.0,18.0,1405.0
927,"Smith County, TX",48423.0,119.0,10374.0
928,"Tarrant County, TX",48439.0,1074.0,80487.0
929,"Taylor County, TX",48441.0,61.0,4189.0
930,"Titus County, TX",48449.0,12.0,990.0
931,"Tom Green County, TX",48451.0,21.0,1511.0
932,"Travis County, TX",48453.0,290.0,27385.0
933,"Trinity County, TX",48455.0,11.0,429.0
934,"Victoria County, TX",48469.0,11.0,1702.0
935,"Walker County, TX",48471.0,29.0,2765.0
936,"Waller County, TX",48473.0,24.0,2112.0
937,"Washington County, TX",48477.0,14.0,1735.0
938,"Wharton County, TX",48481.0,17.0,1661.0
939,"Wichita County, TX",48485.0,62.0,4253.0
940,"Williamson County, TX",48491.0,54.0,7303.0
941,"Davis County, UT",49011.0,11.0,1819.0
942,"Salt Lake County, UT",49035.0,66.0,9786.0
943,"Weber County, UT",49057.0,14.0,1729.0
944,"Accomack County, VA",51001.0,39.0,2848.0
945,"Albemarle County, VA",51003.0,21.0,2232.0
946,"Amherst County, VA",51009.0,11.0,1157.0
947,"Arlington County, VA",51013.0,32.0,4682.0
948,"Bedford County, VA",51019.0,11.0,862.0
949,"Brunswick County, VA",51025.0,26.0,1812.0
950,"Buckingham County, VA",51029.0,13.0,1092.0
951,"Campbell County, VA",51031.0,21.0,1543.0
952,"Caroline County, VA",51033.0,22.0,1657.0
953,"Chesterfield County, VA",51041.0,145.0,14187.0
954,"Culpeper County, VA",51047.0,23.0,1713.0
955,"Dinwiddie County, VA",51053.0,16.0,1385.0
956,"Essex County, VA",51057.0,12.0,990.0
957,"Fairfax County, VA",51059.0,222.0,28090.0
958,"Fauquier County, VA",51061.0,13.0,1198.0
959,"Fluvanna County, VA",51065.0,11.0,722.0
960,"Franklin County, VA",51067.0,13.0,967.0
961,"Halifax County, VA",51083.0,42.0,2797.0
962,"Hanover County, VA",51085.0,21.0,1706.0
963,"Henrico County, VA",51087.0,300.0,21272.0
964,"Henry County, VA",51089.0,39.0,2394.0
965,"Isle of Wight County, VA",51093.0,13.0,1731.0
966,"James City County, VA",51095.0,24.0,2062.0
967,"King William County, VA",51101.0,14.0,543.0
968,"Loudoun County, VA",51107.0,61.0,6205.0
969,"Louisa County, VA",51109.0,13.0,1116.0
970,"Lunenburg County, VA",51111.0,12.0,816.0
971,"Mecklenburg County, VA",51117.0,40.0,2539.0
972,"Northampton County, VA",51131.0,16.0,1176.0
973,"Nottoway County, VA",51135.0,26.0,1271.0
974,"Pittsylvania County, VA",51143.0,25.0,2452.0
975,"Prince Edward County, VA",51147.0,26.0,1766.0
976,"Prince George County, VA",51149.0,22.0,2249.0
977,"Prince William County, VA",51153.0,267.0,25465.0
978,"Roanoke County, VA",51161.0,10.0,1171.0
979,"Southampton County, VA",51175.0,13.0,1214.0
980,"Spotsylvania County, VA",51177.0,70.0,4507.0
981,"Stafford County, VA",51179.0,58.0,5405.0
982,"Sussex County, VA",51183.0,13.0,1060.0
983,"Westmoreland County, VA",51193.0,19.0,1219.0
984,"York County, VA",51199.0,13.0,1904.0
985,"Alexandria city, VA",51510.0,86.0,11004.0
986,"Charlottesville city, VA",51540.0,41.0,2678.0
987,"Chesapeake city, VA",51550.0,239.0,16406.0
988,"Danville city, VA",51590.0,94.0,6263.0
989,"Emporia city, VA",51595.0,13.0,925.0
990,"Fairfax city, VA",51600.0,12.0,410.0
991,"Franklin city, VA",51620.0,29.0,1432.0
992,"Fredericksburg city, VA",51630.0,36.0,2018.0
993,"Hampton city, VA",51650.0,227.0,17295.0
994,"Harrisonburg city, VA",51660.0,16.0,1115.0
995,"Hopewell city, VA",51670.0,50.0,3050.0
996,"Lynchburg city, VA",51680.0,98.0,6463.0
997,"Manassas city, VA",51683.0,21.0,1815.0
998,"Martinsville city, VA",51690.0,16.0,1655.0
999,"Newport News city, VA",51700.0,355.0,25871.0
1000,"Norfolk city, VA",51710.0,559.0,33679.0
1001,"Petersburg city, VA",51730.0,108.0,7031.0
1002,"Portsmouth city, VA",51740.0,257.0,15307.0
1003,"Richmond city, VA",51760.0,547.0,30894.0
1004,"Roanoke city, VA",51770.0,123.0,8141.0
1005,"Staunton city, VA",51790.0,11.0,766.0
1006,"Suffolk city, VA",51800.0,105.0,8960.0
1007,"Virginia Beach city, VA",51810.0,316.0,26963.0
1008,"Winchester city, VA",51840.0,11.0,1020.0
1009,"Clark County, WA",53011.0,11.0,4089.0
1010,"King County, WA",53033.0,367.0,46894.0
1011,"Kitsap County, WA",53035.0,36.0,3668.0
1012,"Pierce County, WA",53053.0,236.0,25281.0
1013,"Snohomish County, WA",53061.0,52.0,9179.0
1014,"Spokane County, WA",53063.0,35.0,4944.0
1015,"Thurston County, WA",53067.0,18.0,3027.0
1016,"Whatcom County, WA",53073.0,13.0,958.0
1017,"Yakima County, WA",53077.0,15.0,2397.0
1018,"Berkeley County, WV",54003.0,39.0,1961.0
1019,"Cabell County, WV",54011.0,28.0,1616.0
1020,"Kanawha County, WV",54039.0,49.0,4718.0
1021,"Mercer County, WV",54055.0,11.0,1362.0
1022,"Monongalia County, WV",54061.0,18.0,973.0
1023,"Raleigh County, WV",54081.0,25.0,1624.0
1024,"Brown County, WI",55009.0,37.0,3512.0
1025,"Dane County, WI",55025.0,129.0,11190.0
1026,"Kenosha County, WI",55059.0,53.0,4807.0
1027,"Milwaukee County, WI",55079.0,1491.0,93497.0
1028,"Outagamie County, WI",55087.0,12.0,1173.0
1029,"Racine County, WI",55101.0,154.0,8628.0
1030,"Rock County, WI",55105.0,46.0,3545.0
1031,"Waukesha County, WI",55133.0,13.0,1767.0
1032,"Winnebago County, WI",55139.0,18.0,1368.0
